,0,1,2,5,10,40,80,120,200,500,1000,5000,10000,15000,20000,50000,100000
0,0,5580,1405,1173,566,232,3,1120,0,0,0,0,0,0,0,0,0
1,0,0,287,581,715,583,96,2773,0,0,0,0,0,0,0,0,0
2,0,0,21,58,105,432,115,7501,0,0,0,0,0,0,0,0,0
5,0,0,72,85,58,509,233,17700,0,0,0,0,0,0,0,0,0
10,0,0,143,139,62,168,470,1417,0,0,0,0,0,0,0,0,0
20,0,0,213,179,118,135,246,5074,0,0,0,0,0,0,0,0,0
30,0,0,252,214,88,133,103,1177,0,0,0,0,0,0,0,0,0
60,0,0,789,1026,685,1511,920,859,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
