0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
164778.0,54918.0,164754.0,164754.0,164790.0,24.0,18.0,6.0,97.0,34028.0,140.0,12.0,164768.0,164778.0,164570.0,49547.0,0.0,89406.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163123.0,54330.0,162990.0,162990.0,163130.0,133.0,106.0,27.0,314.0,236556.0,253.0,80.0,163083.0,163108.0,162694.0,20579.0,216.0,131854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167805.0,55932.0,167796.0,167796.0,167805.0,9.0,6.0,3.0,126.0,129102.0,176.0,3.0,167803.0,167805.0,167839.0,26500.0,0.0,120026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167809.0,55914.0,167742.0,167742.0,167844.0,67.0,55.0,12.0,192.0,13738.0,227.0,43.0,165910.0,165952.0,165664.0,4597.0,4.0,6603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
168825.0,56266.0,168798.0,168798.0,168826.0,27.0,16.0,11.0,251.0,1017.0,186.0,5.0,168819.0,168822.0,168403.0,5167.0,2.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
170863.0,56518.0,169554.0,169554.0,172146.0,1309.0,1306.0,3.0,184.0,407.0,1480.0,1303.0,102253.0,103555.0,103197.0,3787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167183.0,55549.0,166647.0,166647.0,167690.0,536.0,533.0,3.0,219.0,611.0,678.0,530.0,130685.0,131213.0,131238.0,3312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
166398.0,55462.0,166386.0,166386.0,166400.0,11.0,8.0,5.0,133.0,407.0,110.0,3.0,166396.0,166397.0,166165.0,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
170339.0,56621.0,169863.0,169863.0,170690.0,476.0,472.0,4.0,187.0,611.0,665.0,468.0,24181.0,24573.0,24343.0,1937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170164.0,56713.0,170139.0,170139.0,170164.0,25.0,22.0,3.0,205.0,407.0,251.0,19.0,110353.0,110371.0,109937.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
